Velocità;DistanzaLineaCentrale;SensoreSXSX;SensoreSX;SensoreCentrale;SensoreDX;SensoreDXDX;AngoloTraccia
226.956;-0.793123;32.3607;93.708;127.599;9.29062;3.58519;0.0202677;1
227.073;-0.795266;32.3957;93.7788;126.957;9.19779;3.54841;0.0201592;3
227.189;-0.797388;32.4302;93.8467;126.346;9.10601;3.51201;0.0200467;3
227.305;-0.79951;32.4647;93.9144;125.733;9.01418;3.47561;0.0199335;1
227.366;-0.801392;32.3756;92.6398;152.539;9.04389;3.45515;0.0162759;1
227.316;-0.802566;31.9981;88.4265;197.502;9.39008;3.47579;0.00414681;1
227.255;-0.802893;31.4637;83.0425;200.0;10.0069;3.53068;-0.0130284;1
227.293;-0.802542;31.0136;78.8922;200.0;10.6464;3.59196;-0.0278352;1
227.358;-0.801648;30.7329;76.5019;200.0;11.1232;3.6437;-0.0370072;1
227.446;-0.800125;30.5517;75.1002;200.0;11.4844;3.69357;-0.0424956;1
227.552;-0.797961;30.4277;74.2708;200.0;11.774;3.74633;-0.0456222;1
227.671;-0.795198;30.3389;73.8032;200.0;12.0182;3.80391;-0.0471433;1
227.793;-0.7919;30.2743;73.5939;200.0;12.2297;3.86653;-0.0474628;1
227.916;-0.788152;30.222;73.5318;200.0;12.4272;3.93444;-0.0470641;1
228.039;-0.784048;30.1716;73.5221;200.0;12.628;4.00761;-0.0463737;1
228.162;-0.779676;30.1175;73.5092;200.0;12.8411;4.08551;-0.0456489;1
228.283;-0.775108;30.0573;73.4644;200.0;13.0704;4.16738;-0.0450276;1
228.406;-0.770396;29.9914;73.3865;200.0;13.3137;4.25235;-0.0445221;1
228.526;-0.765586;29.9207;73.2788;200.0;13.5682;4.33954;-0.0441259;1
228.645;-0.760706;29.8457;73.1412;200.0;13.8332;4.42853;-0.043846;1
228.764;-0.755779;29.7668;72.9757;200.0;14.1072;4.51887;-0.0436767;1
228.883;-0.75082;29.6848;72.7877;200.0;14.3885;4.61023;-0.0435985;1
229.002;-0.745838;29.6006;72.5826;200.0;14.6757;4.70238;-0.0435894;1
229.122;-0.740843;29.5147;72.3646;200.0;14.9671;4.79502;-0.0436342;1
229.24;-0.735821;29.4274;72.1373;200.0;15.2628;4.88837;-0.0437153;1
229.359;-0.730789;29.3393;71.9044;200.0;15.5608;4.98205;-0.0438197;1
229.477;-0.72574;29.2505;71.6677;200.0;15.8611;5.07614;-0.043938;1
229.595;-0.720674;29.1613;71.4294;198.88;16.1631;5.17061;-0.044062;1
229.715;-0.715598;29.0719;71.1901;197.535;16.4663;5.26529;-0.0441888;1
229.833;-0.710496;28.982;70.9487;196.192;16.7717;5.36053;-0.0443204;1
229.95;-0.705381;28.8917;70.7061;194.849;17.0785;5.45604;-0.0444568;1
230.068;-0.700252;28.8012;70.4629;193.505;17.3867;5.55186;-0.0445941;1
230.186;-0.695098;28.7103;70.219;192.16;17.6966;5.64817;-0.0447305;1
230.304;-0.689929;28.6192;69.975;190.813;18.0076;5.74476;-0.0448659;1
230.423;-0.684746;28.5279;69.7303;189.465;18.3199;5.84166;-0.0450023;1
230.54;-0.679536;28.4361;69.4841;188.117;18.6344;5.93911;-0.0451415;1
230.658;-0.674312;28.344;69.2376;186.768;18.9503;6.03685;-0.0452808;1
230.775;-0.669073;28.2517;68.9904;185.418;19.2674;6.13491;-0.0454209;1
230.893;-0.663809;28.159;68.7425;184.067;19.5863;6.23345;-0.0455611;1
231.01;-0.658526;28.066;68.4938;182.715;19.9069;6.33238;-0.0457013;1
231.128;-0.653225;27.9727;68.2446;181.362;20.2289;6.43167;-0.0458429;1
231.245;-0.647908;27.8791;67.9946;180.009;20.5524;6.5313;-0.0459855;1
231.362;-0.642566;27.7851;67.7435;178.655;20.8779;6.63144;-0.0461295;1
231.479;-0.637208;27.6907;67.4916;177.3;21.205;6.73194;-0.0462745;1
231.597;-0.631829;27.5961;67.2393;175.944;21.5337;6.83284;-0.0464199;1
231.714;-0.626431;27.5012;66.9862;174.587;21.8639;6.93412;-0.0465654;1
231.831;-0.621009;27.4058;66.732;173.229;22.1963;7.03591;-0.0467132;1
231.948;-0.615569;27.3102;66.4771;171.871;22.5301;7.13805;-0.046861;1
232.065;-0.610113;27.2142;66.2218;170.511;22.8655;7.24055;-0.0470098;1
232.182;-0.604634;27.1179;65.9654;169.151;23.2027;7.34351;-0.0471595;1
232.298;-0.599131;27.0212;65.7079;167.79;23.5421;7.44696;-0.0473121;1
232.415;-0.593609;26.9241;65.4497;166.428;23.8831;7.55081;-0.0474647;1
232.532;-0.588069;26.8269;65.1911;165.065;24.2256;7.65502;-0.0476163;1
232.649;-0.58251;26.7293;64.932;163.701;24.5697;7.75962;-0.0477689;1
232.766;-0.576925;26.6312;64.6716;162.336;24.9162;7.86478;-0.0479234;1
232.883;-0.571318;26.5327;64.4099;160.972;25.2647;7.97038;-0.0480812;1
232.999;-0.565694;26.4339;64.1479;159.606;25.6148;8.07636;-0.0482386;1
233.116;-0.560047;26.3349;63.8853;158.238;25.9665;8.18278;-0.0483945;1
233.232;-0.55438;26.2355;63.622;156.869;26.3201;8.2896;-0.0485519;1
233.349;-0.548687;26.1356;63.3577;155.5;26.6758;8.39698;-0.0487102;1
233.466;-0.542974;26.0354;63.0923;154.13;27.0337;8.50479;-0.0488713;1
233.581;-0.537239;25.9348;62.8259;152.76;27.3936;8.61306;-0.0490344;1
233.698;-0.531485;25.8339;62.5591;151.388;27.7551;8.72172;-0.0491975;1
233.815;-0.525708;25.7327;62.2916;150.015;28.1184;8.83084;-0.0493596;1
233.932;-0.519908;25.6311;62.0236;148.641;28.4837;8.94043;-0.0495217;1
234.048;-0.514083;25.5291;61.7546;147.266;28.8512;9.05055;-0.0496848;1
234.165;-0.508237;25.4266;61.4839;145.892;29.2212;9.16113;-0.0498541;1
234.281;-0.502371;25.3238;61.2125;144.516;29.593;9.27215;-0.0500234;1
234.397;-0.496482;25.2208;60.9412;143.138;29.9664;9.3836;-0.0501893;1
234.514;-0.490572;25.1174;60.6694;141.758;30.3415;9.49548;-0.0503543;1
234.631;-0.484637;25.0137;60.3967;140.378;30.7188;9.60788;-0.0505212;1
234.747;-0.478677;24.9094;60.1221;138.999;31.0991;9.72084;-0.0506938;1
234.862;-0.472693;24.8046;59.8464;137.618;31.4818;9.83433;-0.0508688;1
234.979;-0.466687;24.6996;59.5707;136.236;31.8659;9.94822;-0.0510405;1
235.096;-0.46066;24.5943;59.2946;134.852;32.2518;10.0626;-0.0512112;1
235.213;-0.454607;24.4887;59.0178;133.467;32.6397;10.1774;-0.0513814;1
235.33;-0.448533;24.3826;58.7399;132.081;33.0301;10.2927;-0.051555;1
235.446;-0.442434;24.276;58.4602;130.696;33.4235;10.4086;-0.0517347;1
235.562;-0.436311;24.1691;58.1799;129.31;33.819;10.525;-0.051914;1
235.679;-0.430164;24.0618;57.8995;127.921;34.2161;10.6419;-0.05209;1
235.796;-0.423992;23.9542;57.6188;126.53;34.6149;10.7592;-0.0522636;1
235.912;-0.417796;23.8462;57.3373;125.139;35.0159;10.8771;-0.0524376;1
236.029;-0.411577;23.7377;57.0536;123.748;35.4204;10.9955;-0.0526212;1
236.144;-0.405335;23.6288;56.7689;122.357;35.8276;11.1144;-0.0528072;1
236.261;-0.399068;23.5196;56.4843;120.963;36.2361;11.2338;-0.0529874;1
236.378;-0.392776;23.4101;56.1997;119.568;36.6462;11.3537;-0.0531653;1
236.495;-0.38646;23.3002;55.9143;118.171;37.0585;11.474;-0.0533431;1
236.612;-0.38012;23.1898;55.6272;116.774;37.4741;11.595;-0.0535272;1
236.728;-0.373755;23.0789;55.3383;115.377;37.893;11.7165;-0.0537179;1
236.844;-0.367364;22.9677;55.0494;113.979;38.3135;11.8386;-0.0539039;1
236.962;-0.360945;22.8561;54.7603;112.578;38.7359;11.9611;-0.054087;1
237.079;-0.354502;22.7442;54.4709;111.176;39.1601;12.0842;-0.0542687;1
237.196;-0.348035;22.6319;54.1806;109.772;39.5868;12.2077;-0.0544513;1
237.313;-0.341543;22.5191;53.8879;108.37;40.0176;12.3319;-0.0546439;3
237.427;-0.335025;22.4057;53.5943;106.967;40.4512;12.4567;-0.054838;3
237.545;-0.328482;22.2922;53.3009;105.561;40.8858;12.5819;-0.0550264;3
237.611;-0.321697;22.1053;52.4434;104.908;42.0396;12.7618;-0.0587209;1
237.577;-0.314212;21.7524;50.3466;105.957;45.1037;13.0779;-0.0705779;1
237.506;-0.305908;21.313;47.7553;107.88;49.7282;13.4943;-0.0870569;1
237.413;-0.296719;20.8529;45.2011;109.985;54.171;13.9733;-0.104965;1
237.402;-0.286763;20.4449;43.1596;111.441;57.4419;14.4427;-0.120091;1
237.441;-0.276136;20.113;41.7251;111.913;59.3888;14.8555;-0.13049;1
237.509;-0.264756;19.8248;40.648;111.737;60.5067;15.232;-0.137677;1
237.602;-0.252606;19.5643;39.8104;111.087;61.0443;15.5816;-0.142423;3
237.715;-0.239695;19.3239;39.1551;110.051;61.1332;15.9077;-0.145101;3
237.838;-0.226082;19.0943;38.6152;108.752;60.9268;16.2193;-0.146327;3
237.919;-0.211712;18.8424;37.9865;107.603;60.8364;16.5652;-0.148334;1
237.89;-0.196448;18.5255;37.0163;107.135;61.3562;17.0202;-0.154161;1
237.821;-0.180281;18.1578;35.7998;107.193;62.3146;17.5774;-0.16306;1
237.758;-0.163228;17.7628;34.4874;107.496;63.4459;18.2101;-0.173542;1
237.793;-0.145425;17.3848;33.3399;107.476;64.2283;18.8334;-0.182304;1
237.896;-0.127002;17.0434;32.465;106.847;64.4173;19.3883;-0.187581;1
238.018;-0.107947;16.7217;31.7629;105.826;64.2257;19.8979;-0.190537;1
238.151;-0.0882891;16.4099;31.1802;104.544;63.7848;20.3773;-0.191895;1
238.29;-0.0680884;16.1028;30.6875;103.085;63.1777;20.8359;-0.192125;1
238.43;-0.0474269;15.7966;30.2619;101.52;62.4705;21.2824;-0.191635;1
238.569;-0.0263918;15.487;29.8753;99.9253;61.7314;21.7289;-0.190905;1
238.71;-0.00506142;15.1727;29.5161;98.3381;60.9901;22.1808;-0.190169;3
238.849;0.0164912;14.8537;29.1814;96.7727;60.2578;22.6291;-0.189534;3
238.986;0.0382098;14.5307;28.8742;95.2314;59.5349;23.038;-0.189025;3
239.074;0.0602441;14.171;28.3263;94.1804;59.1882;23.5109;-0.191815;1
239.06;0.0829588;13.7328;27.179;94.2315;59.6886;24.193;-0.202221;1
239.003;0.106474;13.2481;25.7217;94.9659;60.705;25.0074;-0.217571;1
238.931;0.130878;12.747;24.2292;95.9496;61.9022;25.8674;-0.234934;1
238.947;0.156042;12.2692;23.0001;96.5036;62.7422;26.611;-0.249553;1
239.013;0.181868;11.826;22.1022;96.3367;62.9908;27.1571;-0.259269;1
239.106;0.20842;11.3999;21.4047;95.6956;62.8477;27.5613;-0.265698;1
239.222;0.235708;10.9834;20.8332;94.7543;62.4563;27.866;-0.27;3
239.357;0.263715;10.586;20.3612;93.5855;61.8789;28.09;-0.272636;3
239.502;0.292402;10.2081;19.979;92.2302;61.1516;28.2441;-0.273852;3
239.595;0.321813;9.83454;19.5628;91.0021;60.5175;28.4075;-0.275987;3
239.55;0.351758;9.43842;18.8924;90.4154;60.3639;28.7097;-0.272845;3
239.426;0.381125;9.01971;17.9757;90.4781;60.6909;29.1564;-0.270192;1
239.256;0.409952;8.58717;16.9127;91.0204;61.3718;29.7124;-0.271385;1
239.039;0.438358;8.15098;15.81;91.8271;62.2482;30.3306;-0.274778;1
238.823;0.466429;7.71901;14.7403;92.7086;63.1788;30.9665;-0.278879;1
238.781;0.494037;7.31152;13.8376;93.1592;63.7731;31.4832;-0.279666;1
238.817;0.521059;6.93588;13.1329;92.9374;63.8408;31.8083;-0.275134;1
238.895;0.547523;6.58195;12.5485;92.2566;63.5485;31.9969;-0.266883;1
239.006;0.573383;6.24501;12.0473;91.2421;62.9962;32.0826;-0.255831;1
239.137;0.598543;5.923;11.6087;89.9812;62.2548;32.0891;-0.242616;1
239.279;0.622877;5.615;11.219;88.5493;61.3843;32.0369;-0.227804;1
239.423;0.646219;5.32104;10.8678;87.0183;60.4403;31.9443;-0.211964;1
239.566;0.668387;5.04198;10.5492;85.4467;59.4665;31.8258;-0.195588;1
239.705;0.689216;4.77924;10.2612;83.8738;58.491;31.6902;-0.179025;1
239.84;0.708555;4.53473;10.0069;82.3217;57.5284;31.5417;-0.162493;1
239.972;0.726279;4.31065;9.79285;80.7977;56.5826;31.3814;-0.146086;1
240.102;0.742294;4.10921;9.63066;79.2937;55.6467;31.2064;-0.129755;1
240.229;0.756539;3.93224;9.5321;77.8056;54.7172;31.0157;-0.113486;1
240.353;0.768965;3.78142;9.51118;76.33;53.7913;30.8084;-0.0972636;1
240.475;0.779541;3.65832;9.58613;74.8629;52.866;30.5837;-0.0810664;1
240.594;0.788246;3.56445;9.7812;73.4007;51.9384;30.341;-0.0648702;1
240.711;0.795065;3.50134;10.1314;71.9408;51.0071;30.0803;-0.048663;1
240.826;0.799983;3.47061;10.6906;70.4821;50.0712;29.8015;-0.0324414;3
240.939;0.803001;3.47385;11.5533;69.0235;49.1301;29.5048;-0.0162051;3
241.049;0.804104;3.51301;12.919;67.5644;48.1835;29.1905;4.49975E-5;3
241.078;0.803611;3.56485;14.4553;66.5483;47.5203;28.9601;0.0113341;3
240.952;0.802203;3.59188;14.698;66.5001;47.4792;28.9338;0.0116116;3
240.766;0.800102;3.60909;14.1244;66.9549;47.7591;29.0107;0.00610035;3
240.523;0.797427;3.62958;13.4846;67.5699;48.1398;29.1169;-0.00125152;3
240.215;0.794255;3.6581;12.9835;68.2033;48.5303;29.2222;-0.00881988;3
239.848;0.790626;3.69571;12.6267;68.8084;48.9004;29.3166;-0.0160835;3
239.425;0.786585;3.74197;12.3864;69.3724;49.2417;29.3974;-0.0229018;3
238.956;0.782167;3.79632;12.2403;69.8897;49.5506;29.4638;-0.0292228;3
238.449;0.777411;3.85826;12.175;70.353;49.8222;29.5142;-0.0349744;3
237.913;0.772347;3.92762;12.1859;70.7513;50.049;29.5464;-0.0400465;3
237.36;0.767;4.00456;12.2742;71.0702;50.2215;29.5573;-0.0443009;3
236.801;0.761395;4.08919;12.4443;71.2959;50.3303;29.5439;-0.0476025;3
236.246;0.755546;4.18188;12.7036;71.4165;50.3673;29.5036;-0.0498412;3
235.705;0.749463;4.28303;13.0638;71.4224;50.3261;29.4345;-0.0509256;3
235.187;0.743156;4.39313;13.5422;71.3068;50.2024;29.335;-0.0507939;3
234.697;0.736632;4.51252;14.1638;71.0669;49.9946;29.2052;-0.0494178;3
234.24;0.729898;4.64149;14.965;70.7066;49.7057;29.046;-0.0468348;3
233.816;0.722952;4.78049;16.0109;70.2305;49.3395;28.8591;-0.0430873;3
233.427;0.715805;4.92981;17.4303;69.6451;48.9012;28.6466;-0.0382293;3
233.072;0.70845;5.08998;19.5554;68.9592;48.3972;28.4109;-0.0323361;3
232.748;0.70089;5.26125;25.416;68.1845;47.8362;28.155;-0.025513;3
232.452;0.69312;5.44392;97.2205;67.3354;47.2285;27.8826;-0.0178927;3
232.18;0.685132;5.63818;96.2435;66.4278;46.5848;27.5975;-0.00962431;3
231.928;0.676919;5.84394;95.1934;65.4799;45.9176;27.3037;-8.9008E-4;3
231.69;0.668475;6.06068;94.1055;64.5139;45.2412;27.0061;0.00808304;3
231.463;0.659778;6.28765;93.0208;63.5531;44.5705;26.7093;0.0170371;3
231.242;0.65082;6.52329;91.9848;62.6225;43.9208;26.4183;0.0256898;3
231.022;0.641582;6.7659;91.0421;61.7446;43.3056;26.137;0.0337693;3
230.803;0.632048;7.01339;90.2335;60.9381;42.7357;25.8688;0.0410368;3
230.582;0.622202;7.26397;89.5899;60.2146;42.2173;25.6153;0.0473301;3
230.358;0.612034;7.51529;89.1466;59.586;41.7568;25.3782;0.0524813;3
230.129;0.601555;7.76526;88.927;59.0558;41.3558;25.158;0.0564248;3
229.891;0.590753;8.01306;88.9414;58.6194;41.0104;24.9531;0.0591957;3
229.644;0.579653;8.25815;89.1909;58.2663;40.714;24.7614;0.0609071;3
229.386;0.568264;8.50097;89.6705;57.9829;40.4579;24.5802;0.0617167;3
229.115;0.556603;8.74213;90.3741;57.7551;40.2334;24.4066;0.0617945;3
228.831;0.544686;8.98269;91.293;57.5681;40.0313;24.2379;0.061319;3
228.535;0.532531;9.22384;92.418;57.4077;39.8432;24.0715;0.0604646;3
228.227;0.520156;9.46684;93.7403;57.2608;39.6612;23.905;0.0593917;3
227.909;0.507574;9.71303;95.2516;57.1155;39.4781;23.7364;0.0582425;3
227.583;0.494802;9.9637;96.9439;56.9615;39.288;23.5638;0.0571424;3
227.25;0.481851;10.2201;98.8115;56.79;39.0857;23.3858;0.0561945;3
226.914;0.468729;10.4834;100.848;56.6101;38.8669;23.2012;0.0554854;3
226.577;0.455452;10.7546;103.05;56.4323;38.6282;23.0092;0.0550868;3
226.241;0.442024;11.0349;105.414;56.2512;38.3672;22.8091;0.0550486;3
225.909;0.428456;11.325;107.94;56.0621;38.0822;22.6006;0.0554082;3
225.582;0.414751;11.6259;110.631;55.8615;37.7725;22.3836;0.0561854;3
225.261;0.400916;11.9383;113.496;55.647;37.4381;22.1583;0.0573871;3
224.949;0.386957;12.2626;116.551;55.4179;37.0796;21.9249;0.059004;3
224.646;0.372875;12.5994;119.819;55.175;36.6989;21.6842;0.0610129;3
224.352;0.358668;12.9489;123.341;54.9207;36.2979;21.4368;0.0633771;3
224.067;0.344343;13.3109;127.171;54.6591;35.8796;21.1836;0.0660493;3
223.791;0.329901;13.6853;131.388;54.3962;35.447;20.9258;0.0689723;3
223.522;0.31534;14.0715;136.104;54.1395;35.004;20.6643;0.072077;3
223.261;0.300659;14.4685;141.472;53.8987;34.5542;20.4004;0.0752861;3
223.006;0.285854;14.8754;147.701;53.6843;34.1015;20.135;0.0785224;3
222.755;0.270928;15.2905;155.088;53.5089;33.6498;19.8695;0.0817019;3
222.509;0.255876;15.7121;164.039;53.3852;33.2023;19.6045;0.0847489;3
222.265;0.2407;16.1384;173.916;53.3269;32.7621;19.3411;0.0875947;3
222.022;0.225397;16.5675;180.767;53.3481;32.3318;19.0798;0.0901772;3
221.78;0.20997;16.9975;186.191;53.4634;31.9255;18.8211;0.0924508;3
221.538;0.194421;17.4268;190.876;53.6868;31.5521;18.5651;0.0943872;3
221.294;0.17875;17.8542;195.096;54.0326;31.2135;18.312;0.0959732;3
221.047;0.162964;18.2787;198.985;54.516;30.9112;18.0615;0.0972106;3
220.799;0.147067;18.6997;200.0;55.1521;30.6464;17.8133;0.0981175;3
220.547;0.131065;19.1173;200.0;55.9579;30.4197;17.5671;0.0987231;3
220.292;0.114965;19.5316;200.0;56.9519;30.2317;17.3225;0.099064;3
220.033;0.0987744;19.9238;200.0;58.1557;30.0824;17.0788;0.0991847;3
219.772;0.0825031;20.2655;200.0;59.5944;29.9723;16.8356;0.0991341;3
219.507;0.066153;20.5613;200.0;61.299;29.9017;16.5924;0.0989553;3
219.24;0.0497345;20.8158;200.0;63.3068;29.8708;16.3488;0.0986983;3
218.971;0.0332556;21.0333;200.0;65.6647;29.8802;16.1042;0.098406;1
218.7;0.0167224;21.2172;200.0;68.4326;29.931;15.8585;0.098117;1
218.429;1.42212E-4;21.3707;148.977;71.6862;30.0243;15.6138;0.0978672;1
218.187;-0.0164899;21.5014;131.518;75.4575;30.1514;15.3825;0.0978343;1
218.111;-0.0332727;21.6617;120.319;79.0098;30.1987;15.1473;0.0996753;1
218.134;-0.0502954;21.8866;114.134;81.4966;30.073;14.8937;0.104562;1
218.194;-0.0675598;22.1592;110.955;82.8791;29.8023;14.6277;0.111955;1
218.283;-0.0850964;22.4696;109.829;83.1693;29.4096;14.3537;0.121473;1
218.392;-0.102971;22.8122;110.275;82.4346;28.9152;14.0746;0.132825;1
218.516;-0.120948;23.1915;112.263;80.6557;28.32;13.7895;0.13666;1
218.643;-0.138228;23.6047;115.639;78.0543;27.6458;13.5002;0.13845;1
218.765;-0.154946;24.0285;119.676;75.2325;26.9553;13.2141;0.140873;1
218.885;-0.171269;24.443;123.709;72.602;26.2927;12.9365;0.143172;1
219.003;-0.187328;24.8403;127.405;70.2833;25.6712;12.6682;0.145043;1
219.12;-0.203215;25.2193;130.645;68.2656;25.0892;12.4078;0.146421;1
219.236;-0.218996;25.5812;133.515;66.5058;24.541;12.1539;0.147325;1
219.35;-0.234716;25.9293;200.0;64.9407;24.0184;11.9047;0.147843;1
219.467;-0.2504;26.268;200.0;63.4973;23.5118;11.6584;0.148106;1
219.582;-0.266065;26.6005;200.0;62.1308;23.0155;11.414;0.148201;3
219.698;-0.28172;26.9287;200.0;60.8133;22.5255;11.1707;0.148182;3
219.813;-0.297369;27.2538;200.0;59.5281;22.0398;10.9281;0.148082;3
219.882;-0.312812;27.4528;200.0;59.5731;21.7249;10.7149;0.144695;3
219.859;-0.327631;27.3604;200.0;63.0561;21.8157;10.5712;0.133686;3
219.801;-0.341702;27.0932;116.954;69.9546;22.2012;10.4775;0.117902;1
219.707;-0.354937;26.7577;105.148;80.7521;22.7792;10.4153;0.100019;1
219.574;-0.367268;26.4067;95.2925;97.1854;23.4993;10.3753;0.0814721;1
219.431;-0.378673;26.0719;87.3709;121.361;24.3193;10.3501;0.0632531;1
219.364;-0.389253;25.819;81.7296;132.479;25.0657;10.3165;0.0476901;1
219.354;-0.39907;25.6612;77.9677;137.973;25.6362;10.2645;0.0355718;1
219.377;-0.408067;25.561;75.298;141.309;26.0795;10.2035;0.0258681;1
219.428;-0.416203;25.5047;73.408;143.286;26.4019;10.1369;0.0182459;1
219.505;-0.423465;25.4862;72.1413;144.223;26.5977;10.0659;0.012582;1
219.609;-0.429871;25.5063;71.4488;144.225;26.6455;9.98948;0.00895756;1
219.733;-0.43545;25.5595;71.2369;143.451;26.555;9.90906;0.00717705;1
219.87;-0.440255;25.6327;71.3453;142.156;26.3744;9.82932;0.00670307;1
220.016;-0.44435;25.7191;71.6903;140.481;26.1324;9.75244;0.00721997;1
220.164;-0.447817;25.8126;72.1984;138.55;25.8558;9.68005;0.00843066;1
220.31;-0.450755;25.9063;72.7861;136.495;25.5734;9.61371;0.00999993;1
220.452;-0.453278;25.9959;73.3915;134.415;25.3036;9.55385;0.0116779;1
220.589;-0.455492;26.0756;73.9374;132.423;25.0671;9.50126;0.0131776;1
220.727;-0.457486;26.1426;74.3804;130.58;24.8726;9.45573;0.0143439;1
220.862;-0.45933;26.1976;74.7146;128.891;24.7172;9.41616;0.0151555;1
220.997;-0.461076;26.2422;74.9498;127.341;24.595;9.38131;0.0156452;1
221.131;-0.462756;26.2797;75.1167;125.883;24.4951;9.3496;0.0159156;1
221.264;-0.464393;26.3126;75.2397;124.483;24.4094;9.31995;0.0160453;1
221.396;-0.466001;26.3423;75.331;123.124;24.3336;9.2917;0.0160739;1
221.53;-0.467588;26.3697;75.4005;121.793;24.2647;9.26446;0.0160338;1
221.663;-0.469158;26.3955;75.4544;120.479;24.2007;9.23793;0.0159451;1
221.796;-0.470713;26.4202;75.4982;119.176;24.14;9.21194;0.015825;1
221.928;-0.472254;26.444;75.5347;117.879;24.0817;9.18638;0.0156833;1
222.061;-0.473783;26.4672;75.5658;116.587;24.0251;9.16116;0.0155265;1
222.193;-0.475298;26.4899;75.5947;115.295;23.9697;9.13623;0.0153639;1
222.326;-0.476798;26.5124;75.6225;114.002;23.9148;9.11154;0.0152008;1
222.458;-0.478285;26.5347;75.6501;112.706;23.8605;9.08707;0.0150391;1
222.591;-0.479757;26.5567;75.6771;111.409;23.8066;9.06285;0.0148784;1
222.723;-0.481215;26.5784;75.7029;110.111;23.7535;9.03889;0.0147158;1
222.855;-0.482658;26.5998;75.7276;108.811;23.701;9.01516;0.0145523;1
222.988;-0.484087;26.6211;75.7524;107.508;23.6489;8.99166;0.0143921;1
223.12;-0.485502;26.6421;75.7782;106.203;23.5972;8.96837;0.0142347;1
223.252;-0.486902;26.663;75.8635;104.896;23.5459;8.94532;0.0140788;1
223.384;-0.488288;26.6836;76.0616;103.587;23.4952;8.92251;0.0139243;1
223.516;-0.489658;26.704;76.4034;102.275;23.4448;8.89993;0.0137722;1
223.648;-0.491016;26.7242;76.9368;100.961;23.3949;8.87755;0.013622;1
223.779;-0.492359;26.7442;77.744;99.6461;23.3455;8.85541;0.0134723;1
223.911;-0.493688;26.7639;78.9948;98.3288;23.2966;8.8335;0.013324;1
224.042;-0.495004;26.7834;81.1801;97.0094;23.2482;8.8118;0.0131776;3
224.173;-0.496306;26.8028;157.192;95.6876;23.2;8.79031;0.013034;3
224.305;-0.497594;26.822;155.455;94.3636;23.1523;8.76905;0.0128929;3
224.385;-0.498658;26.7438;154.377;94.0171;23.3981;8.7809;0.00934428;3
224.361;-0.499045;26.4388;78.8448;95.8807;24.4042;8.8762;-0.00230486;3
224.29;-0.49861;25.9983;69.6399;98.965;26.0863;9.03832;-0.0191706;1
224.175;-0.497246;25.5054;63.8573;102.441;28.3769;9.25029;-0.0384858;1
224.008;-0.494868;25.0;59.3856;105.928;31.3182;9.50448;-0.0587948;1
223.818;-0.491434;24.5032;55.7448;109.229;35.0095;9.79605;-0.0792049;1
223.728;-0.487036;24.0707;52.9439;111.747;39.0691;10.0921;-0.0969327;3
223.701;-0.481731;23.7205;50.9052;113.247;43.0084;10.3696;-0.110594;3
223.708;-0.475456;23.4233;49.3574;114.011;46.7751;10.6362;-0.121159;3
223.697;-0.46813;23.1465;48.0515;114.384;50.3784;10.9093;-0.130069;3
223.586;-0.459636;22.8508;46.7276;114.807;53.448;11.2193;-0.139336;3
223.438;-0.449976;22.5383;45.3982;115.262;56.0897;11.5669;-0.148887;1
223.278;-0.439153;22.2149;44.0985;115.683;58.3738;11.9488;-0.158394;1
223.117;-0.427177;21.8807;42.8247;116.073;60.399;12.3663;-0.167876;1
222.978;-0.414064;21.5366;41.5786;116.427;62.2132;12.8199;-0.177293;1
222.978;-0.39991;21.2052;40.4831;116.465;63.5452;13.2807;-0.185189;1
223.073;-0.384795;20.9011;39.6108;115.992;64.2302;13.7211;-0.190461;1
223.2;-0.368743;20.6178;38.9158;115.081;64.3945;14.1407;-0.193408;1
223.344;-0.351801;20.3498;38.361;113.805;64.1481;14.5404;-0.194342;1
223.499;-0.334057;20.0892;37.8958;112.283;63.6364;14.9277;-0.193858;1
223.655;-0.315624;19.8291;37.4931;110.627;62.986;15.3111;-0.192549;1
223.809;-0.29663;19.5638;37.1222;108.936;62.2991;15.699;-0.190958;1
223.959;-0.277207;19.2904;36.759;107.275;61.635;16.0966;-0.189452;1
224.107;-0.25747;19.0089;36.3959;105.665;61.0101;16.505;-0.18817;1
224.251;-0.237516;18.72;36.0321;104.111;60.4247;16.9235;-0.187163;1
224.394;-0.217415;18.4248;35.6672;102.616;59.8771;17.3518;-0.186463;1
224.536;-0.197215;18.1244;35.3069;101.169;59.3565;17.7885;-0.186033;1
224.677;-0.176947;17.8209;34.9647;99.7496;58.8424;18.2302;-0.185754;1
224.819;-0.156632;17.5153;34.6469;98.3501;58.328;18.6757;-0.185591;1
224.959;-0.136283;17.208;34.3597;96.9655;57.809;19.1243;-0.185519;1
225.099;-0.115907;16.8995;34.1101;95.5906;57.2815;19.5751;-0.18551;1
225.238;-0.0955078;16.5902;33.9054;94.2216;56.7428;20.0278;-0.185543;1
225.378;-0.0750867;16.2803;33.7536;92.8562;56.1916;20.478;-0.185604;1
225.517;-0.0546439;15.9699;33.6646;91.492;55.6267;20.8917;-0.18568;3
225.656;-0.0341813;15.6591;33.6497;90.1284;55.048;21.2631;-0.185767;3
225.794;-0.0136978;15.348;33.7235;88.7648;54.4559;21.5946;-0.18586;3
225.879;0.00701859;14.9976;33.3803;87.9084;54.2299;21.9905;-0.189446;1
