Velocità;DistanzaLineaCentrale;TrackEdgeSensors[0];TrackEdgeSensors[1];TrackEdgeSensors[2];TrackEdgeSensors[3];TrackEdgeSensors[4];TrackEdgeSensors[5];TrackEdgeSensors[6];TrackEdgeSensors[7];TrackEdgeSensors[8];TrackEdgeSensors[9];TrackEdgeSensors[10];TrackEdgeSensors[11];TrackEdgeSensors[12];TrackEdgeSensors[13];TrackEdgeSensors[14];TrackEdgeSensors[15];TrackEdgeSensors[16];TrackEdgeSensors[17];TrackEdgeSensors[18];TrackEdgeSensors[19];AngoloTraccia
96.2712;0.4076085;0.8892899999999999;-0.06942000000000004;-0.9490000000000001;-1.69025;-2.08981;-2.08086;-1.9650500000000002;-0.38692999999999955;10.710400000000002;6.3828000000000005;-5.173640000000001;-8.12484;-9.941419999999999;-11.3872;-12.85509;-14.167753;-15.309306000000001;-16.373199;-17.388104000000002;0.5063274912415159;1
96.6098;0.406048;0.891646;-0.06685599999999994;-0.94597;-1.68625;-2.0833500000000003;-2.0695799999999998;-1.9473799999999997;-0.35027999999999937;10.915700000000001;6.1743;-5.20684;-8.141;-9.95188;-11.39491;-12.86018;-14.171239;-15.312091;-16.375654;-17.390437;0.5063899277256908;1
97.1157;0.404478;0.8940049999999999;-0.06437699999999999;-0.9431499999999999;-1.6827100000000002;-2.0781300000000003;-2.06143;-1.9358800000000003;-0.3305499999999995;10.9832;6.0992999999999995;-5.22699;-8.15262;-9.96008;-11.40128;-12.86466;-14.174477;-15.314767;-16.378074;-17.392792;0.5063968668812097;1
97.4917;0.402898;0.896393;-0.06176300000000001;-0.9400499999999999;-1.67857;-2.07138;-2.04948;-1.9169600000000002;-0.2905699999999996;11.2167;5.8743;-5.262230000000001;-8.16957;-9.97098;-11.409270000000001;-12.869900000000001;-14.178042;-15.317604;-16.380565999999998;-17.395153;0.5064683115351636;1
97.9367;0.4013055;0.8987809999999999;-0.05929000000000002;-0.93729;-1.6752000000000002;-2.06661;-2.04256;-1.90794;-0.2778099999999995;11.2256;5.853;-5.27719;-8.17943;-9.97833;-11.41516;-12.874189999999999;-14.181214;-15.320265000000001;-16.383001;-17.397547;0.5064519344915194;1
98.3479;0.3997015;0.901188;-0.05677299999999992;-0.93445;-1.67166;-2.06147;-2.03475;-1.8971899999999997;-0.2603700000000003;11.2724;5.7978000000000005;-5.295640000000001;-8.19056;-9.98634;-11.42145;-12.87867;-14.184477000000001;-15.322978;-16.385465;-17.399955;0.5064501201251682;1
98.7353;0.39808699999999997;0.9036120000000001;-0.05422999999999991;-0.93157;-1.6680599999999999;-2.0561800000000003;-2.02657;-1.8857500000000003;-0.2411299999999997;11.333400000000001;5.730000000000001;-5.31546;-8.20219;-9.99461;-11.42791;-12.883230000000001;-14.187788000000001;-15.32572;-16.38795;-17.402378;0.5064536692803991;1
99.2849;0.3964645;0.9060309999999999;-0.05181400000000007;-0.9289999999999999;-1.66512;-2.05261;-2.02276;-1.8829;-0.2454800000000006;11.2005;5.834700000000001;-5.31814;-8.207840000000001;-9.9999;-11.432599999999999;-12.88699;-14.190762000000001;-15.328308999999999;-16.390383;-17.404825;0.5063819699785362;1
99.6506;0.3948375;0.908476;-0.04924099999999996;-0.92607;-1.66144;-2.04716;-2.01422;-1.8707900000000002;-0.22450999999999938;11.274799999999999;5.7535;-5.33936;-8.22;-10.00846;-11.43924;-12.891659999999998;-14.194123999999999;-15.331085999999999;-16.392892;-17.407266;0.5063907553313949;1
100.085;0.393206;0.9109109999999999;-0.046796999999999936;-0.9234500000000001;-1.65842;-2.04338;-2.00992;-1.8670099999999998;-0.22630999999999943;11.163999999999998;5.8405000000000005;-5.344060000000001;-8.22639;-10.014140000000001;-11.44417;-12.89554;-14.197156999999999;-15.333708999999999;-16.395346;-17.409725;0.5063269978611923;1
100.5;0.3915725;0.913352;-0.044319999999999915;-0.9207599999999999;-1.6552399999999998;-2.03923;-2.00468;-1.8613700000000002;-0.2230400000000003;11.0953;5.890899999999999;-5.3525100000000005;-8.23411;-10.020480000000001;-11.4495;-12.899600000000001;-14.200271;-15.336373;-16.397817;-17.412184;0.5062793468712306;1
100.965;0.389939;0.915799;-0.04179399999999998;-0.91795;-1.65183;-2.03447;-1.9979;-1.8527299999999998;-0.2115700000000004;11.0929;5.879599999999999;-5.367;-8.24394;-10.02788;-11.455459999999999;-12.903960000000001;-14.203509;-15.339094;-16.400311;-17.414639;0.5062579087003961;1
101.453;0.388306;0.91823;-0.03940099999999998;-0.9154500000000001;-1.64906;-2.0313600000000003;-1.99526;-1.85216;-0.22202000000000055;10.9175;6.0369;-5.36548;-8.2482;-10.0325;-11.45977;-12.90756;-14.206422;-15.341663;-16.402745;-17.417103;0.5061664741855898;1
101.812;0.3866765;0.9206670000000001;-0.036923;-0.91274;-1.64586;-2.02714;-1.9898099999999999;-1.8460999999999999;-0.21748999999999938;10.862;6.0798000000000005;-5.37498;-8.2563;-10.03903;-11.46521;-12.91167;-14.209554;-15.344332;-16.405215000000002;-17.419556;0.5061231044635972;1
102.317;0.3850505;0.9230940000000001;-0.034487000000000025;-0.91013;-1.64285;-2.02339;-1.98553;-1.84231;-0.21906000000000034;10.7604;6.171899999999999;-5.38;-8.26284;-10.04479;-11.470180000000001;-12.915569999999999;-14.21259;-15.346953;-16.407663;-17.422006;0.5060602860075589;1
102.75;0.38343;0.925511;-0.03207299999999993;-0.9075599999999999;-1.63991;-2.01981;-1.98168;-1.83932;-0.22269000000000005;10.6448;6.2828;-5.3834800000000005;-8.26885;-10.050270000000001;-11.47499;-12.91938;-14.215587;-15.349552;-16.410097;-17.424447;0.505990958114348;1
103.148;0.3818145;0.9279299999999999;-0.029580999999999948;-0.9048;-1.63656;-2.0151700000000003;-1.9751400000000001;-1.83108;-0.21210999999999985;10.6391;6.277500000000001;-5.3976;-8.27851;-10.05757;-11.48087;-12.923689999999999;-14.218786;-15.352242;-16.412562;-17.426875000000003;0.5059678010701282;1
103.659;0.380204;0.93034;-0.027116999999999968;-0.90209;-1.6333199999999999;-2.0108;-1.9692699999999999;-1.82412;-0.20493000000000022;10.608;6.3;-5.40921;-8.28731;-10.06442;-11.48649;-12.92786;-14.221926999999999;-15.354902000000001;-16.415011999999997;-17.429297;0.5059338692362609;1
104.004;0.37859750000000003;0.932751;-0.024597999999999943;-0.89925;-1.6297899999999998;-2.00568;-1.96148;-1.81344;-0.18769000000000063;10.6534;6.238399999999999;-5.42833;-8.29867;-10.07255;-11.49285;-12.93238;-14.225209000000001;-15.357624999999999;-16.417482999999997;-17.431709;0.5059326596586935;1
104.488;0.376991;0.9351649999999999;-0.02205899999999996;-0.8963699999999999;-1.6261699999999997;-2.00031;-1.95311;-1.8016100000000002;-0.16736999999999966;10.722100000000001;6.151599999999999;-5.44972;-8.31082;-10.08107;-11.49945;-12.937000000000001;-14.228536;-15.360369;-16.419962;-17.434119000000003;0.5059413654340806;1
104.964;0.375384;0.9375870000000001;-0.019453000000000033;-0.89333;-1.6222099999999997;-1.9941099999999998;-1.94263;-1.78568;-0.13601000000000027;10.8747;5.9762;-5.47909;-8.32572;-10.090959999999999;-11.50686;-12.941999999999998;-14.232022;-15.363189;-16.422470999999998;-17.436526;0.505985339944857;1
105.328;0.3737705;0.940014;-0.016878999999999957;-0.8903700000000001;-1.61845;-1.9884;-1.93342;-1.77224;-0.11140000000000043;10.975999999999999;5.857400000000001;-5.50345;-8.33891;-10.10002;-11.51378;-12.94678;-14.23542;-15.365972;-16.424971;-17.438945;0.5060072396650264;1
105.819;0.372151;0.9424509999999999;-0.01427700000000005;-0.88737;-1.6145800000000001;-1.98245;-1.92362;-1.75766;-0.08375000000000057;11.1006;5.716800000000001;-5.5299;-8.35285;-10.109449999999999;-11.52093;-12.951670000000002;-14.238871;-15.368784;-16.427488;-17.441371;0.506038418118378;1
106.224;0.370522;0.944911;-0.011598000000000042;-0.8842000000000001;-1.61039;-1.9756900000000002;-1.9118300000000001;-1.7392299999999998;-0.04573000000000036;11.305299999999999;5.500800000000001;-5.5634500000000005;-8.36927;-10.120140000000001;-11.528839999999999;-12.956909999999999;-14.242481000000002;-15.371679;-16.430045999999997;-17.443808;0.5061015389688083;1
